asset_id,display_name,binary_result,review_band,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_growth_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Sea_Fennel,Sea Fennel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Fennel.png,440,440,RGBA,85fbb9d90d7be7d92321751e47d019d2f37bfdc2f284d60d6112f7b15e1da076,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Fennel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Fennel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Grape,Sea Grape,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Grape.png,440,440,RGBA,9917ceff66ad40deaac155653ffb9aa3ea0d92245a8a43c0895f2824069f5c7a,,PASS_WITH_POLISH,Coastal trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Grapes_Algae,Sea Grapes Algae,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Grapes_Algae.png,440,440,RGBA,5d3a519fb004112cac02e77278e3a2a2f43810873ddbb74dc774b939c3dcf05d,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Grapes Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Grapes Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Kale,Sea Kale,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Kale.png,440,440,RGBA,4707fe99c162ddd07c494545a001d104ea56a1ba784512a5dea2426b622aa88d,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Kale needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Kale needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Lavender,Sea Lavender,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Lavender.png,440,440,RGBA,b13b20007dbef95d881649df3df4033cdea2538402286b9c30253b4f5f8c119f,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Lavender needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Lavender needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Lettuce,Sea Lettuce,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Broad sheet-like green blade now reads as sea lettuce.,True,Sea_Lettuce.png,440,440,RGBA,3dfa47f8322b5947bc927421b7c543bfd216cdd12150fe933c637a51db6268c1,,PASS,Other plant or harvest type,PASS,,"Sea Lettuce needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Sea_Purslane,Sea Purslane,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Purslane.png,440,440,RGBA,a9a31a2fde3ee1e17a4c5fa3e79c631ed9d95eb6d63a60f0b462395127c090c0,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Purslane needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Purslane needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sea_Rocket,Sea Rocket,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sea_Rocket.png,440,440,RGBA,c9cff13ecc97ada56d763d5f75a65e5f3e58a870e595301bc9347de7d2def89c,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sea Rocket needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Rocket needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Seagrass,Seagrass,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Use a denser underwater meadow of narrow blades and rhizome/holdfast context.,False,Seagrass.png,440,440,RGBA,d04d21850db2d6171570e067c8ca4ae8cb9b415e3d60ab07ac4527d1e6fdfc27,,PASS_WITH_POLISH,14. Aquatic and Wetland Plants,HOLD,,"Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.","Use a denser underwater meadow of narrow blades and rhizome/holdfast context. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",FAIL,PASS_WITH_POLISH -> HOLD
Serviceberry,Serviceberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Serviceberry.png,440,440,RGBA,7595c4e3089758935f2bcec1e0480b9fbd6b4543523eeb1bdd8cc75af33f4b66,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Serviceberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Serviceberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sesame,Sesame,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add branched herb with tubular flowers and seed capsules.,False,Sesame.png,440,440,RGBA,030b375fbbea56c15dfb5b90e5f453addd34be1b0b4d3422ca4600b3b36d3f82,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sesame needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Add branched herb with tubular flowers and seed capsules. Sesame needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Snow_Algae,Snow Algae,FAIL,BLOCKER,FAIL,PASS,PASS,PASS,PASS,FAIL,Canonical ownership overlaps the microbe library. Define the organism once and reference its surface-colony presentation.,True,Snow_Algae.png,440,440,RGBA,92454c1bd8f4b7001cb25b88886903d0778f13b28c723e84cc542389a5593acf,,BLOCKER,Other plant or harvest type,BLOCKER,,"Snow Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Canonical ownership overlaps the microbe library. Define the organism once and reference its surface-colony presentation. Snow Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,UNCHANGED
Solomon's_Seal,Solomon's Seal,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Solomon's_Seal.png,440,440,RGBA,68f5da94ccb903b66021422af14bfe583780b1bfd4807053320ea247ff8c6d61,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Solomon's Seal needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Solomon's Seal needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sorghum,Sorghum,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add broad branching seed clusters.,False,Sorghum.png,440,440,RGBA,f2f36e02e68f4d1c82f6a3e1a7bebeaed77ad947cb5fc2ef52a2df149e429a8f,,PASS_WITH_POLISH,7. Grain and Staple Crops,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","Add broad branching seed clusters. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD
Sorrel,Sorrel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sorrel.png,440,440,RGBA,85bd24d3d78b44dd2ddf2442dcb299b12cf9d8dcb28aaffc66556d377a754982,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sorrel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sorrel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Soursop,Soursop,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Soursop.png,440,440,RGBA,ad3bafec6072ac356031de1fdc813d033743c27d3d513ede1ecfe892bf8d177e,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Spruce_Tips,Spruce Tips,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Spruce_Tips.png,440,440,RGBA,98b934f09e85c8c5ee03711a6d429870c15d8f083defaaeabcf33acec2aefa03,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Spruce Tips needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Spruce Tips needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Star_Anise,Star Anise,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Star_Anise.png,440,440,RGBA,10f7f0403664b27b6b08c7ce310e0f3e0500e7cb4e2f8d5fe43a72afe74202ba,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Star Anise needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Star Anise needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Starfruit,Starfruit,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Starfruit.png,440,440,RGBA,e9e02d5f3dd02b7a18320ea2d91c091c03be0de3c38b54d0bf8bff811a5a524d,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Steppe_Tulip,Steppe Tulip,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Steppe_Tulip.png,440,440,RGBA,bfc3764741b39c8d3d42d18afdccc48ff790d0b5041661686a1ac01416f2eb85,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Steppe Tulip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Steppe Tulip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sugar_Kelp,Sugar Kelp,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add broad undulating blade and holdfast.,False,Sugar_Kelp.png,440,440,RGBA,aad87f2760813d136d59ce64e9c62f986fed7dbd5173bf30bb8de418d78be24a,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sugar Kelp needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Add broad undulating blade and holdfast. Sugar Kelp needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sundew,Sundew,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sundew.png,440,440,RGBA,ab9990f62431a3ad1f46170a0c128b966bb2e373df72b00488a171ec559edfe8,,PASS_WITH_POLISH,13. Carnivorous Plants,HOLD,,"Sundew needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sundew needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sunflower,Sunflower,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sunflower.png,440,440,RGBA,50e0cdb0306e7af9b2d3dd975193bd6a87af10af50bdc7462b87f2e192aee41f,,PASS_WITH_POLISH,10. Flowering Herbs and Wildflowers,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Swamp_Mint,Swamp Mint,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Swamp_Mint.png,440,440,RGBA,47df99a972acce001e46b2ce745e6d6ccb8083365dab7b76ce9ce5b59179477e,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Swamp Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Swamp Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sweet_Flag,Sweet Flag,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sweet_Flag.png,440,440,RGBA,d0d69d02d3d33620d1aad759e238fbd3e230e67aa70553f13219957bcb5fdea0,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Sweet Flag needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sweet Flag needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Sweet_Potato,Sweet Potato,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sweet_Potato.png,440,440,RGBA,bb53a5f20f0fd2c3421cb077b276fa6b17bf1050a0f950933e76e30a8c467d2a,,PASS_WITH_POLISH,7. Grain and Staple Crops,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD
Sword_Fern,Sword Fern,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Sword_Fern.png,440,440,RGBA,e438b189fe193165710ca2d9d84c4b60e8251a01c5039c71b6b53a5b5e8871d1,,PASS_WITH_POLISH,15. Ferns and Fern Allies,HOLD,,"Use the correct frond or mat structure, branching/pinnae pattern, growth habit and attachment; avoid recoloring one fan-fern.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct frond or mat structure, branching/pinnae pattern, growth habit and attachment; avoid recoloring one fan-fern.",FAIL,PASS_WITH_POLISH -> HOLD
Tamarind,Tamarind,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Tamarind.png,440,440,RGBA,ad1eb9786bbe6847550c9fc3badbce98b343f2c1f1192001ba78600ea88f7a77,,PASS_WITH_POLISH,Tropical trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Tamarisk,Tamarisk,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Tamarisk.png,440,440,RGBA,f7f353a65218a8217b4ee853bff1772133a4d1862176ce4cec82277c11cf6584,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Tamarisk needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Tamarisk needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Taro,Taro,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Taro.png,440,440,RGBA,2a0a6675d3d8206d7c85fe840001cea4a8834c7d6e44d711ce9315e79f7c08d0,,PASS_WITH_POLISH,7. Grain and Staple Crops,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD
Tea,Tea,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Tea.png,440,440,RGBA,2e3802c0b40c6240b7e6eedf080fa66bcfa4de3d22deb12cbdad2d8fc975d8d8,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Tea_Tree,Tea Tree,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,Use a woody shrub/tree with narrow leaves and small flowers; current stem is generic.,False,Tea_Tree.png,440,440,RGBA,b3579f714fbc7b536dcf24403bd6aa274a110e6ca83786a56154108abceb16b3,,FAIL,Other plant or harvest type,FAIL,,"Tea Tree needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Use a woody shrub/tree with narrow leaves and small flowers; current stem is generic. Tea Tree needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,UNCHANGED
Thyme,Thyme,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Thyme.png,440,440,RGBA,ba62d181fe2566295fe6bb39eb25ecf8d5b7c4a2fa5c0b40149d4a69c6e2e3de,,PASS_WITH_POLISH,9. Herbs and Spices,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Tobacco,Tobacco,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Large broad leaves and flowering stem are now represented.,True,Tobacco.png,440,440,RGBA,ab9b19730cb85e5d7f5a86e4cd6a2a8a6b01858712df28f7a4d75c226adc1eff,,PASS,Other plant or harvest type,PASS,,"Tobacco needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Tree_Fern_Shoots,Tree Fern Shoots,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Tree_Fern_Shoots.png,440,440,RGBA,45ef1629115258eeb1c34eb66de94b9451670029d987a372ed8d1fe5ed949c46,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Tree Fern Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Tree Fern Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Tree_Tomato,Tree Tomato,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Tree_Tomato.png,440,440,RGBA,d7caceca1b3aead35638e735c19e2144eb0781186acde0fe758bf07f3c949afe,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Tree Tomato needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Tree Tomato needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
