category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,expected_growth_family,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
flora,Oleander,Oleander,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Oleander.png,440,440,RGBA,5c0db3095d3fc1fe82224921bae2138d22b49dbefd5a6035b356c805c9947fe3,,PASS_WITH_POLISH,,HOLD,,"Oleander needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Oleander needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,5. Shrubs and Bushes,,,,,,,,,,,,,,,,
flora,Olive,Olive,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Olive.png,440,440,RGBA,f5e44e0f87817947539e1eaff28867362cc8c8bbb379e1e3922b871e37c87884,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Onion,Onion,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Onion.png,440,440,RGBA,a51537ac05aaa66258fdf9272e6dd7bfd40b91bfdd643b9542bb676bb5171834,,PASS_WITH_POLISH,,HOLD,,"Show the source plant and the correct underground storage organ, leaf top and harvest relationship rather than an isolated generic bulb.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the source plant and the correct underground storage organ, leaf top and harvest relationship rather than an isolated generic bulb.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Bulb and stem vegetables,,,,,,,,,,,,,,,,
flora,Orange,Orange,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Orange.png,440,440,RGBA,63bc9b8a5ef4a5c6b7500861e80668d30db650203d8459d46c013f6bd891bb98,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Orchid_Pods,Orchid Pods,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Orchid_Pods.png,440,440,RGBA,3f11434d826aed7f6274c09692c63c29e3627044fff3bebc70bf14acea96bc3e,,PASS_WITH_POLISH,,HOLD,,"Orchid Pods needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Orchid Pods needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Oregano,Oregano,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Oregano.png,440,440,RGBA,971379a2436a4c41ce78d955d68f77fb9274a03040aa0cd94cc980313291b0b4,,PASS_WITH_POLISH,,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,9. Herbs and Spices,,,,,,,,,,,,,,,,
flora,Pampas_Herb,Pampas Herb,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pampas_Herb.png,440,440,RGBA,7c8632228d1363681a37ed6fc565a27a101676cab6252a0ea70c0ce32a0ad303,,PASS_WITH_POLISH,,HOLD,,"Pampas Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pampas Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pandanus_Fruit,Pandanus Fruit,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pandanus_Fruit.png,440,440,RGBA,07d6ce45875a3c26ff6809a3f13e6414e5a0fcf15016e3814d600f0bb06ca560,,PASS_WITH_POLISH,,HOLD,,"Pandanus Fruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pandanus Fruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Papaya,Papaya,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Papaya.png,440,440,RGBA,f663bbfd596009f4f07872bbd2d5fa79ab25135a01c21b703f602d6135554eb2,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Papyrus,Papyrus,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Papyrus.png,440,440,RGBA,d661a5f406875285b5d055e2a0c6811421cecdd484c589f9a3275748fd4ababd,,PASS_WITH_POLISH,,HOLD,,"Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,14. Aquatic and Wetland Plants,,,,,,,,,,,,,,,,
flora,Papyrus_Shoots,Papyrus Shoots,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Papyrus_Shoots.png,440,440,RGBA,041785326652158b607e33ca8b25925d65644f17654f2fac902b60b05d2c4e6f,,PASS_WITH_POLISH,,HOLD,,"Papyrus Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Papyrus Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Passionflower,Passionflower,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Passionflower.png,440,440,RGBA,141ba5cf74fa1c0f7aa11744fa569cc785014c7ff980604bb7ae10e4051fbb6c,,PASS_WITH_POLISH,,HOLD,,"Show the correct climbing/twining habit, support attachment, tendrils, leaf arrangement and attached flowers/fruit rather than floating clusters or an upright shrub.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the correct climbing/twining habit, support attachment, tendrils, leaf arrangement and attached flowers/fruit rather than floating clusters or an upright shrub.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,11. Vines and Climbing Plants,,,,,,,,,,,,,,,,
flora,Passionfruit,Passionfruit,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Passionfruit.png,440,440,RGBA,d2912564af9f757108cc24f6090c66f070ad720010f15d3690e5bf3b05ba402e,,PASS_WITH_POLISH,,HOLD,,"Passionfruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Passionfruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Peach,Peach,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Peach.png,440,440,RGBA,2defcc5ae6a9a7a0d2cb03d54f4711fb67ee074f63a382103d366cec2cf1ce34,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Pear,Pear,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pear.png,440,440,RGBA,3ff5a84297001f9ad0d960437c7a241f7a96960552e8d7c5a3725660f78e0cfc,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Persimmon,Persimmon,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Persimmon.png,440,440,RGBA,d7c6b17188bda22674bf03c5817697b6316399a565e2a41f147604ade9be3c77,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Pickerelweed,Pickerelweed,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pickerelweed.png,440,440,RGBA,c337e61a5b2df67396cc1039dca78169351bc35cbdc89bf17b13a285648adf04,,PASS_WITH_POLISH,,HOLD,,"Pickerelweed needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pickerelweed needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pigeon_Pea,Pigeon Pea,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pigeon_Pea.png,440,440,RGBA,7ed0b545a2d0c6228b034863e0bd69877f3072ffa0cbccfbdf84cf4a94456107,,PASS_WITH_POLISH,,HOLD,,"Pigeon Pea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pigeon Pea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pine_Nuts,Pine Nuts,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pine_Nuts.png,440,440,RGBA,3088ea976c2133a1cf94687729c4ef3f03cb091ea94260e0315be330ce6fc98b,,PASS_WITH_POLISH,,HOLD,,"Pine Nuts needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pine Nuts needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pinyon_Pine,Pinyon Pine,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pinyon_Pine.png,440,440,RGBA,e930c6b11e66760f590344833711a9c02ab8900e1780ff294d457e35bfba4277,,PASS_WITH_POLISH,,HOLD,,"Pinyon Pine needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pinyon Pine needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Pitcher_Plant,Pitcher Plant,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pitcher_Plant.png,440,440,RGBA,89dfeeec863a07c809e41770222b71a594f460b53d1fa0b30c4a5ed6ed3ab305,,PASS_WITH_POLISH,,HOLD,,"Pitcher Plant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pitcher Plant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,13. Carnivorous Plants,,,,,,,,,,,,,,,,
flora,Plantain,Plantain,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Plantain.png,440,440,RGBA,22fb6e2cdf62beff501ce75f353f61458f3f44198b0d788f68f483d509243736,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Plantain_Herb,Plantain Herb,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Plantain_Herb.png,440,440,RGBA,2fa1e680f17d8ad7b6c148caa4863c874452e8af35967d4fede4a6f7848393bd,,PASS_WITH_POLISH,,HOLD,,"Plantain Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Plantain Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Plum,Plum,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Plum.png,440,440,RGBA,ad53a65580b13ef62bc4e79f5647cddc4abbe752794f7496c6b1430d556cb285,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Pomegranate,Pomegranate,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Pomegranate.png,440,440,RGBA,a306c09ed77c5ea9ca237523b1379ed0a7eee0525be5612c80a2316e5954699d,,PASS_WITH_POLISH,,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,4. Fruit and Nut Trees,,,,,,,,,,,,,,,,
flora,Poppy,Poppy,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Poppy.png,440,440,RGBA,92cc1518993b9ef35b1abcce65ec02f753b961745f4e5e8acaad7b6af6c1a3c4,,PASS_WITH_POLISH,,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,10. Flowering Herbs and Wildflowers,,,,,,,,,,,,,,,,
flora,Potato,Potato,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Potato.png,440,440,RGBA,0aad0fc5fe41ccabec415faee279f1dfe07bd9c245cef0d74c49690d15100710,,PASS_WITH_POLISH,,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,7. Grain and Staple Crops,,,,,,,,,,,,,,,,
flora,Prairie_Turnip,Prairie Turnip,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Prairie_Turnip.png,440,440,RGBA,4d23b4b3144bf207f5bc55f23f5597317238a894c50f393504a4653197f4e4fe,,PASS_WITH_POLISH,,HOLD,,"Prairie Turnip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Prairie Turnip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Prickly_Pear,Prickly Pear,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Prickly_Pear.png,440,440,RGBA,8762537a36164147c61fdf3da39f24a1645b888ff569765bc1a57e05a789ee0c,,PASS_WITH_POLISH,,HOLD,,"Match stem geometry, branching/rosette habit, pads/ribs, spines, flower and fruit placement for the named cactus or succulent.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match stem geometry, branching/rosette habit, pads/ribs, spines, flower and fruit placement for the named cactus or succulent.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,12. Succulents and Desert Plants,,,,,,,,,,,,,,,,
flora,Purple_Saxifrage,Purple Saxifrage,PASS,PASS_WITH_POLISH,,,,,,,,,,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Purple_Saxifrage.png,440,440,RGBA,e9b60b9139310853245978caaefc8b10e34694f4c2d48f5d0742981b9e96efc1,,PASS_WITH_POLISH,,HOLD,,"Purple Saxifrage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Purple Saxifrage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Other plant or harvest type,,,,,,,,,,,,,,,,
flora,Quinoa,Quinoa,PASS,PASS_WITH_POLISH,,,,,,,,,,Add broad branched seed head rather than a cylindrical cereal spike.,False,Quinoa.png,440,440,RGBA,a11714e5b5a8b512983013c23e69c7845fe2143eac6ab36b2b4895a8b19f88e9,,PASS_WITH_POLISH,,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","Add broad branched seed head rather than a cylindrical cereal spike. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,7. Grain and Staple Crops,,,,,,,,,,,,,,,,
