asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Starfish,Starfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Starfish.png,440,440,RGBA,9fc9491316236b197c7dcdc21dc7931256f0d47e3d9b4e492d730592bf97e576,,PASS_WITH_POLISH,Other mollusks,HOLD,,"Broad family routing may be usable, but Starfish still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Starfish still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Starling,Starling,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Swallow | Swift | Tanager | Weaverbird,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Starling.png,440,440,RGBA,d334ed3be771766090913316694991dce5331c4f0c6ff4f388117880072656d1,,PASS_WITH_POLISH,Songbirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Stick_Insect,Stick Insect,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Stick_Insect.png,440,440,RGBA,2b6c9ea3d206bf2da7fbabcf38f42112365e8e0e78fca5f01817d729929a3f6e,,PASS_WITH_POLISH,Stick and leaf insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Stingray,Stingray,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Stingray.png,440,440,RGBA,5e904040a82bb42f737b5d9cdf6e0fda2487bdad0f615d6c7d6607aab0bd3475,,PASS_WITH_POLISH,Rays and skates,HOLD,,"Broad family routing may be usable, but Stingray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Stingray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Stoat,Stoat,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Stoat.png,440,440,RGBA,fca269ecb08fb46becae479b738db0815e985aa774f5e716accc9587e1fcbac7,,PASS_WITH_POLISH,Weasels and relatives,HOLD,,"Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",FAIL,PASS_WITH_POLISH -> HOLD
Stonefly,Stonefly,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Stonefly.png,440,440,RGBA,4d998e4727f9df860112cf59c0c10bd5f03bde73b61c013a69030e8a258df1ad,,PASS_WITH_POLISH,Mayflies and stoneflies,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Stork,Stork,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Stork.png,440,440,RGBA,6e980376b90f6e1ed02adaf61c758e8d214371e752ed4364344831aa5762016b,,PASS_WITH_POLISH,Herons and wetland birds,HOLD,,"Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",FAIL,PASS_WITH_POLISH -> HOLD
Striped_Hyena,Striped Hyena,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic striped quadruped lacks a sloping back, mane, heavy skull, and short rear.",True,Striped_Hyena.png,440,440,RGBA,3781403941832d8c39fea6c1cf0820d5252c850e424fea61b682869a5c6f3f65,,FAIL,Hyenas and relatives,FAIL,,"Use high forequarters, sloping back, heavy neck/head, shorter hindquarters, and rounded ears rather than the generic ungulate body.","Current generic striped quadruped lacks a sloping back, mane, heavy skull, and short rear. Use high forequarters, sloping back, heavy neck/head, shorter hindquarters, and rounded ears rather than the generic ungulate body.",FAIL,UNCHANGED
Sturgeon,Sturgeon,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic fish lacks bony scutes, long rostrum, ventral mouth, and shark-like tail.",False,Sturgeon.png,440,440,RGBA,2ed9f3ec222cc579a5a4ed6ed5d19a5498b9e764ce737875a10cb1ddb4cd42c1,,FAIL,Primitive fish,FAIL,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","Current generic fish lacks bony scutes, long rostrum, ventral mouth, and shark-like tail. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,UNCHANGED
Sugar_Glider,Sugar Glider,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,HIGH,,"Current small quadruped lacks the gliding membrane, large dark eyes, grasping feet, and long stabilizing tail.",True,Sugar_Glider.png,440,440,RGBA,06487d5fab8ee0a74de88e73b473dadd1d6d45c6ced4ef85c238bde1573ebbcf,,FAIL,Marsupials,FAIL,,"Broad family routing may be usable, but Sugar Glider still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Current small quadruped lacks the gliding membrane, large dark eyes, grasping feet, and long stabilizing tail. Broad family routing may be usable, but Sugar Glider still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,UNCHANGED
Sun_Bear,Sun Bear,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current pig-like body lacks a compact bear torso, paws, short muzzle, small ears, and chest crescent.",True,Sun_Bear.png,440,440,RGBA,3239610885d15e6fd66b60665bf630c079a2c1a60c44a1bad78147d4e113806c,,FAIL,Bears,FAIL,,"Replace the pig/ungulate scaffold with a heavy plantigrade bear body: broad shoulders, thick torso, short tail, large paws, and ursid skull.","Current pig-like body lacks a compact bear torso, paws, short muzzle, small ears, and chest crescent. Replace the pig/ungulate scaffold with a heavy plantigrade bear body: broad shoulders, thick torso, short tail, large paws, and ursid skull.",FAIL,UNCHANGED
Sunfish,Sunfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Sunfish.png,440,440,RGBA,16d74c93761018794a2d7453b4fc149d7806a1127c85b250542d6fb76c523f39,,PASS_WITH_POLISH,Perch-like freshwater fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Surgeonfish,Surgeonfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Surgeonfish.png,440,440,RGBA,987083734a1d5338fdb4861a9c7e4121227f2c86acf1ba4a9186dd55c09f8283,,PASS_WITH_POLISH,Reef fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Swallow,Swallow,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Starling | Swift | Tanager | Weaverbird,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Swallow.png,440,440,RGBA,0398f0fa633b3988d4dbb56d450dea2e9a465372c5595493fa750da0a9673b7a,,PASS_WITH_POLISH,Songbirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Swan,Swan,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Long neck is present; broaden waterfowl body and wing mass.,False,Swan.png,440,440,RGBA,5f8006bb3fc456f6a99bc6779ee41330c4d106096d4f43a8c79f3dfae8e16582,,PASS_WITH_POLISH,Waterfowl,HOLD,,"Broad family routing may be usable, but Swan still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Long neck is present; broaden waterfowl body and wing mass. Broad family routing may be usable, but Swan still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Swift,Swift,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Tanager | Weaverbird,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Swift.png,440,440,RGBA,9f948a09ce5333aee5f5178b18a4e64b49e90da1efcef3c654e0b6fb5917e52a,,PASS_WITH_POLISH,Songbirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Swordfish,Swordfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Swordfish.png,440,440,RGBA,497792b6564238084274c5620eee9555964bd90fe484d1d03ef4d41a983d634b,,PASS_WITH_POLISH,Ocean predators,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Tadpole_Shrimp,Tadpole Shrimp,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tadpole_Shrimp.png,440,440,RGBA,a8eb2c34766b3464e871d771f17a750d06ca1af2ed5da3c64d0926d09f114e53,,PASS_WITH_POLISH,Crustaceans,HOLD,,"Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",FAIL,PASS_WITH_POLISH -> HOLD
Tahr,Tahr,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Tahr.png,440,440,RGBA,6794838996dedcc863d6bfd02418cac885353881c86dfbdd5aa5668d9a97aa0c,,PASS_WITH_POLISH,Other or uncertain,HOLD,,"Broad family routing may be usable, but Tahr still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tahr still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Takin,Takin,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Takin.png,440,440,RGBA,e82f3f9e3679be3098d5bf2ca92cfa8ea591f867c1674ac9ab1003f0f45aeb70,,PASS_WITH_POLISH,Sheep and goats,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD
Tamarin,Tamarin,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tamarin.png,440,440,RGBA,388e56fd66e05b0c5438be70a72570c55141dc8b7b29aa645257c30a8571f382,,PASS_WITH_POLISH,Primates,HOLD,,"Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",FAIL,PASS_WITH_POLISH -> HOLD
Tanager,Tanager,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Swift | Weaverbird,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tanager.png,440,440,RGBA,1856ceda0e50a5ad012ba2215c48bc2b4bfbb07183a5a14f598ada573e07332b,,PASS_WITH_POLISH,Songbirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Tang,Tang,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tang.png,440,440,RGBA,11b85f538632cf7a2479bfdb19b50c1056c68e0daed4bf8dad33f70b582b38ad,,PASS_WITH_POLISH,Reef fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Tapir,Tapir,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Tapir.png,440,440,RGBA,426a4ab509b18e14f2ab243fe55f9290be9774ffa900fb9faaeba908de474fa0,,PASS_WITH_POLISH,Horses and relatives,HOLD,,"Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.",FAIL,PASS_WITH_POLISH -> HOLD
Tarantula,Tarantula,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tarantula.png,440,440,RGBA,02384e86f1c9d28549c7144b8d863ea643c250c6d8642c0052af142c46592739,,PASS_WITH_POLISH,Ice and cave insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Tardigrade,Tardigrade,FAIL,BLOCKER,FAIL,FAIL,FAIL,CHECK,FAIL,FAIL,FAIL,LOW,,Canonical ownership is duplicated between fauna and microbe libraries. Keep one authoritative animal record and render eight short legs with claws clearly.,True,Tardigrade.png,440,440,RGBA,bee9e87e9aaa8b1acdbe987037674ddbd20e827cdaeaecbeeb507b12d9bfdad1,,BLOCKER,Other or uncertain,BLOCKER,,"Broad family routing may be usable, but Tardigrade still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Canonical ownership is duplicated between fauna and microbe libraries. Keep one authoritative animal record and render eight short legs with claws clearly. Broad family routing may be usable, but Tardigrade still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,UNCHANGED
Tarpon,Tarpon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tarpon.png,440,440,RGBA,b7a70fd841ae3301502c43b36a9ebcb72ccaa0318e8787a51e76104977b6adf7,,PASS_WITH_POLISH,Coastal fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Tasmanian_Devil,Tasmanian Devil,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic low mammal lacks a massive head/jaw, stocky front-heavy torso, short legs, and white chest markings.",True,Tasmanian_Devil.png,440,440,RGBA,31f50bc92e8ca19628d1e01135be7157820d790f1d765bba6af87b3336c506a8,,FAIL,Marsupials,FAIL,,"Broad family routing may be usable, but Tasmanian Devil still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Current generic low mammal lacks a massive head/jaw, stocky front-heavy torso, short legs, and white chest markings. Broad family routing may be usable, but Tasmanian Devil still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,UNCHANGED
Tegu,Tegu,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Tegu.png,440,440,RGBA,dec15185c89162c128877eb6f680fc6a538f6b2ef8bc45ee4acc605225be22f9,,PASS_WITH_POLISH,Large lizards,HOLD,,"Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",FAIL,PASS_WITH_POLISH -> HOLD
Termite,Termite,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Aphid | Black_Fly | Cicada | Cold-Adapted_Insect | Orchid_Bee | Thrips,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Termite.png,440,440,RGBA,ac9815bb16a6c8f8bd123b48c5a4b0993765f3768aaa2133e1881afd99b4eb47,,PASS_WITH_POLISH,Insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Tern,Tern,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tern.png,440,440,RGBA,40fb187ff362019bcf6d023e2e6b1cc053be4101b3f77752a23e8c9e0d94012c,,PASS_WITH_POLISH,Seabirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Tetra,Tetra,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Tetra.png,440,440,RGBA,b7f34d5665b253992c7c5fc28598685a416761685cb1dd9d90bced1120f6ac8e,,PASS_WITH_POLISH,Characins,HOLD,,"Broad family routing may be usable, but Tetra still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tetra still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
