asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Tamarin,Tamarin,HOLD,FAIL,HOLD,True,Primates,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",Tamarin.png,440,440,RGBA,950659a5ade34b216b3ebc8090e3613b0fed2ddcbb6291f549d7d4cf8b8d4598,388e56fd66e05b0c5438be70a72570c55141dc8b7b29aa645257c30a8571f382
Tanager,Tanager,HOLD,FAIL,HOLD,True,Songbirds,HIGH,Finch | Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Swift | Weaverbird,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Tanager.png,440,440,RGBA,92147985f3e30da262ae851ca324fa86253bc6a72550a3dca7e8f54c92a98960,1856ceda0e50a5ad012ba2215c48bc2b4bfbb07183a5a14f598ada573e07332b
Tang,Tang,HOLD,FAIL,HOLD,True,Reef fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Tang.png,440,440,RGBA,38548e38aedbbc0145818cc46c3e24e5e010093e7abe8dd6d573eaa53f8ef79a,11b85f538632cf7a2479bfdb19b50c1056c68e0daed4bf8dad33f70b582b38ad
Tapir,Tapir,HOLD,FAIL,HOLD,True,Horses and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.",Tapir.png,440,440,RGBA,44f4fc3c26d0a5be64c8d941ea7e489920e7e3259db69fb714d6148a7fb83696,426a4ab509b18e14f2ab243fe55f9290be9774ffa900fb9faaeba908de474fa0
Tarantula,Tarantula,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Tarantula.png,440,440,RGBA,b448f025a6fb808d94463ae3ccf6043da8f7cd1b59857fa16c9ec288b6347446,02384e86f1c9d28549c7144b8d863ea643c250c6d8642c0052af142c46592739
Tardigrade,Tardigrade,PASS,PASS,BLOCKER,True,Other or uncertain,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The segmented microscopic body and eight short clawed legs are clearly readable; canonical ownership is now correctly limited to fauna.,Tardigrade.png,440,440,RGBA,5e499a38088f0772720755d507fcd698172c10a69fed06f6b2c624cd692f0106,bee9e87e9aaa8b1acdbe987037674ddbd20e827cdaeaecbeeb507b12d9bfdad1
Tarpon,Tarpon,HOLD,FAIL,HOLD,True,Coastal fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Tarpon.png,440,440,RGBA,05a977710e70f7b341e6063d74bf216d003542e342572557b46f2ca19853b867,b7a70fd841ae3301502c43b36a9ebcb72ccaa0318e8787a51e76104977b6adf7
Tasmanian_Devil,Tasmanian Devil,HOLD,FAIL,FAIL,True,Marsupials,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The low dark marsupial body is recognizable, but strengthen the oversized head/jaws, white chest marking, short tail and stocky forequarters.",Tasmanian_Devil.png,440,440,RGBA,4490a7a90ee7e4ab4517c235253ac2b8d925c159634fc95e495c452d145720ea,31f50bc92e8ca19628d1e01135be7157820d790f1d765bba6af87b3336c506a8
Tegu,Tegu,HOLD,FAIL,HOLD,True,Large lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Tegu.png,440,440,RGBA,2378423902295de86a87b80fd15a75ce767810b8b4cc63c6b2609267f39fe6f0,dec15185c89162c128877eb6f680fc6a538f6b2ef8bc45ee4acc605225be22f9
Termite,Termite,HOLD,FAIL,HOLD,True,Insects,HIGH,Aphid | Black_Fly | Cicada | Cold-Adapted_Insect | Orchid_Bee | Thrips,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Termite.png,440,440,RGBA,aa00df486ab4eace5b1a037c860d54d30ea928223f1e78172543a19e86092606,ac9815bb16a6c8f8bd123b48c5a4b0993765f3768aaa2133e1881afd99b4eb47
Tern,Tern,HOLD,FAIL,HOLD,True,Seabirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Tern.png,440,440,RGBA,c537d44d1f84a3757994e89f68067cf5d147645ea126c8f3db07d7e70f62eed0,40fb187ff362019bcf6d023e2e6b1cc053be4101b3f77752a23e8c9e0d94012c
Tetra,Tetra,HOLD,FAIL,HOLD,True,Characins,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tetra still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tetra.png,440,440,RGBA,255bae57c65d8daf7cfcafdbc52592ea0122cea6449628344d7f349ca7af57e7,b7f34d5665b253992c7c5fc28598685a416761685cb1dd9d90bced1120f6ac8e
Thrips,Thrips,HOLD,FAIL,HOLD,True,Insects,HIGH,Aphid | Black_Fly | Cicada | Cold-Adapted_Insect | Orchid_Bee | Termite,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Thrips.png,440,440,RGBA,4fb0fa046306717a419facf3c9dcdc12a2e48f52c52302f20139faaf07ed75a9,3aaf33771e7219bcdbc39ee9c12cd206da4bf3a7adf838d5a759fbab8c892953
Tiger,Tiger,FAIL,FAIL,FAIL,True,Big cats,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The stripe system is strong, but the underlying animal is still an ungulate with hooves. Build the tiger on a powerful feline scaffold with broad head, deep chest, paws, muscular hindquarters and long tail.",Tiger.png,440,440,RGBA,ddc7a7d3e230a3dce75de8140248873a0f38a10ff9c7d11aaa3d54645c43d050,eb24c4fbc1357722f1130eae299adc413b22c660553150508e4abf554aece0c7
Tiger_Shark,Tiger Shark,HOLD,FAIL,HOLD,True,Sharks,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Tiger_Shark.png,440,440,RGBA,b9721c8489e115be636e7f56e6180e1679f21860504cdecaa15de286bf0a9393,b0a300d27471649851062afbff85cbb5584c8026df533289e7f081e322f1d91a
Tigerfish,Tigerfish,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tigerfish still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tigerfish.png,440,440,RGBA,d65583b5e244ae769e8836efcf5bf7b1da8b20ae9be8cb2ca26684c153355e9e,949924f9761e7ee67d0c4cdebc8e807cefdb8a1d0f208f2c3166aea21899bde1
Tilapia,Tilapia,HOLD,FAIL,HOLD,True,Cichlids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tilapia still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tilapia.png,440,440,RGBA,cba2ff2a85af6c91439857b2f4326a871c1164a5f6f223a76d245e546d2310df,950078510635db75f2231c87e3bfb8f46e4795bd2ecdcfce350433dad83ee255
Toad,Toad,HOLD,FAIL,HOLD,True,Frogs and toads,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify body width, head/mouth, eye placement, fore/hind limb proportions, toes, tail state and skin texture; color alone should not define the species.",Toad.png,440,440,RGBA,5e2f508986a028610040a00730327cef48057bfcfac8b372b3304e48de9333a2,bee4394e29f1539d1b8e5ceedc1e3803af523e55508deb092b32979bbec3adba
Tortoise,Tortoise,HOLD,FAIL,FAIL,True,Turtles and tortoises,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The domed shell reads, but the legs are straight pillars. Add thick scaly elephantine limbs, clawed feet, short tail and a more integrated tortoise head/neck.",Tortoise.png,440,440,RGBA,d27ddf28c9b513aaa19e75ac38219cbad3afcbbf77c23b31400aa8aae7fcda0d,d791c893cb4837fcf0e07b20bd35bdd6468c41d3c7bffe131c50707f0c0b8658
Toucan,Toucan,HOLD,FAIL,HOLD,True,Tropical display birds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Toucan still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Toucan.png,440,440,RGBA,c4c1488dd0447aca991683aa214d3a6bfeaf329ab62f8c33cef96654b0efb3be,30b6ca8e7ed42250d9f1ce53de494c851780828538c94ad1a45f47d87540b490
Tree_Frog,Tree Frog,HOLD,FAIL,HOLD,True,Frogs,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify body width, head/mouth, eye placement, fore/hind limb proportions, toes, tail state and skin texture; color alone should not define the species.",Tree_Frog.png,440,440,RGBA,89a48fcc6851b6db89759f46345b41caf2896674144d5543c57bb2607ff88c88,9d497367dce6838d9efd98087e7e802af0e249dd748ef5a57a8091a446e645ee
Tree_Shrew,Tree Shrew,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tree Shrew still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tree_Shrew.png,440,440,RGBA,60b0a9ecedb7a924ba01a8be8dbeed603cf6fd625cc20252c9445264188b6677,95394b3951e5cdc4ab7285ba1e8c73d66e8f2da5501f94977324cc76876aad3b
Tree_Snake,Tree Snake,HOLD,FAIL,HOLD,True,Other snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Tree_Snake.png,440,440,RGBA,b1efc48e21d6cd9d6d990269d8e4fd2d60aa0e1c9d161a7287598f393cfa8427,b2172b023f64f307ac7e92ea670b24c3a902da9b4ef74248c3d1692c0720e110
Triggerfish,Triggerfish,HOLD,FAIL,HOLD,True,Reef fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Triggerfish.png,440,440,RGBA,e841a98c65633565f66b1ecc7d2126cd729a8b11275ca5d627e2d582ea7bb666,f90883fe0305bc429c83338399dc9caa213cb07b363bf4709e954cb98f3819c8
Tripod_Fish,Tripod Fish,PASS,PASS,PASS,False,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The elongated support rays now create the defining tripod stance and the fish body remains readable.,Tripod_Fish.png,440,440,RGBA,922c2c55bbd5ace7ef1a777100eb453dcd0fae92de5e09dd646f406d2f25eb5e,922c2c55bbd5ace7ef1a777100eb453dcd0fae92de5e09dd646f406d2f25eb5e
Tropicbird,Tropicbird,HOLD,FAIL,HOLD,True,Other distinctive birds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tropicbird still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tropicbird.png,440,440,RGBA,81bbe164c6718c466a176f43af09475a21cc57bdfa298c3c5c12395c93f6733d,82b8b70e9050f84b6a69e477f50eaa3634c3169ab45660020757ce2e5e5190ec
Trout,Trout,HOLD,FAIL,HOLD,True,Salmon-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Trout.png,440,440,RGBA,06daeba5efcb0bbcd943495dbd12b26398ad422d97144efa7c8470e489dca8c9,648ab241b543e4a6e1cf4584a2d1821d938a77c0efda54f504dbc6bcdb553798
Tube_Worm,Tube Worm,HOLD,FAIL,HOLD,True,Other mollusks,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Tube Worm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Tube_Worm.png,440,440,RGBA,c29b68da69f09612c30bd314abc77eeccf720be9d8e9f2b110e680b924e1b832,e84eaffba53c18bf75a8d8d3fa14b4387cbe061c036d44e1b2f871ceb9a72894
Tuna,Tuna,HOLD,FAIL,HOLD,True,Ocean predators,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Tuna.png,440,440,RGBA,abf805cdcf57fdd33ac76003217e05af97d48488046765a04ba4f47c50d32aaa,83241be39e3481fb3e07525a1b4edf450966960b86c9941c9d019cd77e8678e8
Turkey,Turkey,HOLD,FAIL,HOLD,True,Gamebirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Turkey.png,440,440,RGBA,132b786e5f47ecc39ffcf067bba3f8d1b35638f84ead61ddfd61c439cff8c839,90e4ed9e3c3b01bd33609e6708a616fd345381f755c64af622510cfcceef0e1e
Turtle,Turtle,HOLD,FAIL,HOLD,True,Turtles,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use species-correct shell profile, neck/head, limb type (flipper, webbed foot or columnar leg), tail and shell texture rather than one generic turtle.",Turtle.png,440,440,RGBA,d48660426f3fde9e1fbc7f9557fd67b2d8e8dc16f166ecd30b1442b50b798758,5c5b24dd97818407c11b94ffd3a1e85c43b2836175a5eac3f051ec5e1e49566f
Vampire_Bat,Vampire Bat,HOLD,FAIL,HOLD,True,Bats,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Vampire Bat still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Vampire_Bat.png,440,440,RGBA,f9584b04ee2bb887c69d35a299f3781f7916fd0b263aa8b614197b645eeb4d06,cf20f4acc7090d55a26b054bc852adfe55b93fb21a5abbda61f03beeb5a70c38
Vampire_Squid,Vampire Squid,FAIL,FAIL,FAIL,True,Cephalopods,HIGH,,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,"The current form is still a one-eyed dress/bell. Use a small cephalopod mantle, two eyes, eight webbed arms with cirri and the characteristic cloak-like membrane.",Vampire_Squid.png,440,440,RGBA,2699f7476fd5806adc0d11a8d97ef34a6972d4c95f68ae23c2693418f7a815c1,458cda2f35e6cd0cdb58a1026e80ca8aaec58d8f12f380bf068ca470f9dd2686
Vent_Crab,Vent Crab,HOLD,FAIL,HOLD,True,Crustaceans,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Vent_Crab.png,440,440,RGBA,7da6be36cc8f055e017cda88086db33ee0f6d4e827bf159dac95b91f63aa8f7b,c5299836ff14f9f41f0d92ebf691c310acd9cc0bc37fd0b8a951026be06bbbe9
Vent_Shrimp,Vent Shrimp,HOLD,FAIL,HOLD,True,Crustaceans,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Vent_Shrimp.png,440,440,RGBA,e2e03d24eef2155802c885156622ebd2edf4643533da1882b97595fbc42959d2,4a2fb110c5e3314cf78e82552c748f4343eb78bf47e3266109a637868ea4532a
Vine_Snake,Vine Snake,HOLD,FAIL,HOLD,True,Other snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Vine_Snake.png,440,440,RGBA,1d0f0a25b279854f9ab27ffaa89ae007124c0b6a8b46c3005181233e814898a1,13cd4adba7ac1d208153c0552e7b502b541833157a54b9b4aa065ab6531cdc53
Viper,Viper,HOLD,FAIL,HOLD,True,Venomous snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Viper.png,440,440,RGBA,7fd48ab0043c70279536c1faba074f1483f40ab078e227414aab6612efdf1807,81b2cc29aa874522662e4bbabf0b82f6e2753214f5c2c5cf237d4be8922d7386
Viperfish,Viperfish,PASS,PASS,FAIL,True,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The long deep-sea body, photophores and oversized teeth are readable.",Viperfish.png,440,440,RGBA,1e759c010718c6305339b8e5995e118948360416767bee227d76e6bb3f6d433e,42be9ffb2c2aa9cfa842d7dbf094a3da9ea05d188f805a80c110d49e8666417e
Vole,Vole,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Vole.png,440,440,RGBA,c1c2047e886c05033f6a940828d42b454eb8e8805ec401c50ecd70ef2a928291,57e318f22be98f793496b837ebe4ddd7f3f5c9b038cab8ddfb07bddb62ecffb1
Vulture,Vulture,HOLD,FAIL,FAIL,True,Birds of prey,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The bare head and dark bird body read, but strengthen the hooked bill, broad soaring wings, hunched neck and raptor feet.",Vulture.png,440,440,RGBA,3e8edf1807d503f4cb5df024e5fcda554e057c3e65e56e39186154e505f9661f,93d5ca1027e9bfbfeffe1beca39129722fc68c379cdbb818fc1c391b983c3a4a
Wahoo,Wahoo,HOLD,FAIL,HOLD,True,Ocean predators,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Wahoo.png,440,440,RGBA,5fc92ba21b4292daea785315823de2220696da75f024257b1c2f2c9b2291efa7,f280d83ee63b10371aa696982c16384f033f71e5b1fa276af3f7eb7cadf4e4a8
Wall_Lizard,Wall Lizard,HOLD,FAIL,HOLD,True,Medium and small lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Wall_Lizard.png,440,440,RGBA,1139bbbed3ad6540777f5f68552b20d5eb34b7de8a6791f9f384e471fc6c2550,d483684e7df5d4c2dadd9307b9a65ac03d47201b8a58de73ca3d2a21f17cab42
Wallaby,Wallaby,HOLD,FAIL,HOLD,True,Marsupials,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Wallaby still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Wallaby.png,440,440,RGBA,36c81fcfe56dacdb6b709e3f9626e7c9c7a5c5f2a2414f15fef3f1a94d24b407,1256e8ac2cbc55dd855d70f736af97a566f659a0ddcf0ace9d6e669331e133fc
Walleye,Walleye,HOLD,FAIL,HOLD,True,Perch-like freshwater fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Walleye.png,440,440,RGBA,e340e8428e664151deb606c54325d66a71f070b8f2f6daa783e8fdc0a04b245f,8e75d26660de03b0e10a1befeef679d9f9b12a931aa706c2fa324009edda52d7
Walrus,Walrus,FAIL,FAIL,PASS,True,Marine mammals,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,"Tusks are present, but the body is a pig-like quadruped with feet. Use a massive horizontal pinniped body, fore/hind flippers, whiskered muzzle and long tusks.",Walrus.png,440,440,RGBA,c550b8cdbe2c51477d189d76a6e19f5fdb6b433e6ccfa3bc133c98d320c43fb0,b4771f01eccc04ccfa42597ce7bc5fb0fb316de7f37eb27643b231c74bb50834
