asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Lime,Lime,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Lime.png,440,440,RGBA,826207318565bc45958a7d9c97d707700d1469cd871efc17aa8ce1438bd5a982,c84e37959bdadf6a04892cf9fc2feb5cafd725b65bd5d594fd3785931181f060
Lingonberry,Lingonberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Lingonberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Lingonberry.png,440,440,RGBA,31f4de8aaea2a19ca5cf36a267cb80a07bd7a10d514b9a991be20d4197773089,c5f72b88e86c789705dc50510cbf18dd7fd8a8cb6ea4c5280e74f04c759b9b2d
Lotus,Lotus,PASS,PASS,PASS,True,14. Aquatic and Wetland Plants,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,Lotus.png,440,440,RGBA,1bd5d667f93e7a7babf8ea51ba93804d183636803ada95cfa2a4e1293354d2b3,baac5b7fc010cbecd118109e380061da059fbf9e3c8529b9b218b3a7793d6a2b
Lotus_Root,Lotus Root,FAIL,FAIL,PASS,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,This duplicates the floating lotus presentation rather than the rhizome. Show the segmented pale underwater root with characteristic round holes in cross-section.,Lotus_Root.png,440,440,RGBA,5a6a96707a00e0436e1687173e3cd5b7dad230f52fed8ec7aee1d645438c82a8,8ccec2b414d400dbb078fea4a849fd2f45229820cbf0606ad2ca4279b74f7d23
Lychee,Lychee,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Lychee.png,440,440,RGBA,1205ea437b254586cb56de7b4a35bec7bf16b6bdd54edb6d827aea4f5eaeb697,463b5230924ed66bb01386e9b68555f6632b91f8066e49572ae35c03f8c5ce4c
Maidenhair_Fern,Maidenhair Fern,HOLD,FAIL,HOLD,True,15. Ferns and Fern Allies,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct frond or mat structure, branching/pinnae pattern, growth habit and attachment; avoid recoloring one fan-fern.",Maidenhair_Fern.png,440,440,RGBA,8f74c51a648c62b3760e08e865abe5035d5f091036061e3f9fce9786fc2d1c24,119e8a3d2ef319e69ca9638d5ccc333ab6fdbbc257cc907e85b984e44f736b18
Mango,Mango,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Mango.png,440,440,RGBA,87999191b67afe5e41aad8d06c938332a33a5a3e9f4f054a2c894f85563e6531,1ca707a363e32aeb2798f0cbb7bd440400b11dc82f3fd857b7df41cc9cf76db2
Mangosteen,Mangosteen,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mangosteen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mangosteen.png,440,440,RGBA,e322eacbc7c37ee50fb3e8b7bbbaf8600b36ac7829b09455f76e4a68b95b0c4f,65eb95376575c82a1c4abbdf349667592a379a3632805423dc7c813f435395d7
Mangrove_Leaves,Mangrove Leaves,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,A generic tree canopy does not communicate mangrove ecology. Show leathery leaves on a mangrove branch plus prop roots or pneumatophores and water/substrate context.,Mangrove_Leaves.png,440,440,RGBA,ed25c3daeabc8a25c10cd48ae3ff394fe9423e57939d001d1e4ca6a7fde9114c,41f7216f1f9ab4baaf1c5ee73a16a692a737d44defa7d4ec834d114147739f53
Maple_Sap,Maple Sap,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Maple Sap needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Maple_Sap.png,440,440,RGBA,24e02e13cd51271f12580fdcfb1dc69f49d3f1b9662a3e7cf6b24d1a7ad97d76,26f10ca82f66d8c7b88fd96c6563492fb4964e29ab17982843773fcc3179c99a
Marsh_Rosemary,Marsh Rosemary,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Marsh Rosemary needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Marsh_Rosemary.png,440,440,RGBA,1849c51298987e9d021fd344948425d4f078bace7ee88f196c46b75456070dd4,b310617e502e0f3707cc3d1302885093356d60418c6b5607ac0d4b1379a21cf0
Marula,Marula,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Marula needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Marula.png,440,440,RGBA,dd8f430384b7b34964047ed770448e0a81bcbdb0710d53462c2553f829fd5079,8161f71dd70a9e260b9db2b5dbda0a83a4361e3b66c41cfaac2d5e2b88c1a0ab
Meadow_Grass,Meadow Grass,HOLD,FAIL,HOLD,True,6. Grasses and Grass-Like Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Meadow_Grass.png,440,440,RGBA,b730c45d91a5d4cf65db3625f55e4461fe3dd1772f472603805e228775b7e033,d951f60e85bbd0c940011588bf2ca2f3ba5be1b5da80158a0204e06cc219c6f0
Melon,Melon,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Melon.png,440,440,RGBA,3fa9158da56626b17fbaec757277e0fda07b05837aae87b6728b4028e2809e88,37286646cbf59a30aad574bf6c32a8a35f2872dc0f09a0f18ac98ab34c6a65ae
Mesquite,Mesquite,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mesquite needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mesquite.png,440,440,RGBA,6ffe1cae2fa50e3d26ec360c2e8a0d77b1b123b66f77b4e660f6cf4e12b175e5,334ccf7c392ef3b46322064eb8c33a6a8311198bfc4607f1c4fdb33ab2390e1b
Milkweed,Milkweed,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current simple leaf ladder lacks broad opposite leaves, round flower umbels and long seed pods.",Milkweed.png,440,440,RGBA,1eb0a620fd01ce625b653667b8f9248e28a724343ef174de33362b4042c36966,fbeff4eb32abf6ef9ec587bd941dcdd598af77d02ebf38dff0e5009b5c2a543c
Millet,Millet,HOLD,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add dense clustered panicles. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Millet.png,440,440,RGBA,9731564b44931eb87d6c0d8873d7af290df2832f682ea6f9958c6ef1c1b11e4c,61ec048d822bba35db86505782207846c5da2d40bff5c260034ab401ea12a0b9
Miner's_Lettuce,Miner's Lettuce,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Use a low basal plant with round perfoliate leaves and tiny white flowers emerging from the leaf center; the current vertical bead column is incorrect.,Miner's_Lettuce.png,440,440,RGBA,632bc68d36b5d2ee09f8c0a0d91c4147deab24e47243143a684cd8a41e716660,c25b6e7200251ead98166379c32f4f19013f4b62e0b3fc39fd3d42452bd1590c
Mint,Mint,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Mint.png,440,440,RGBA,602af941aaeaf88ff89c0030520e2af2ae8425ec1adce611fe375be67d2c7cc8,7492040d6594f154da654fa8e499a33a3129f432006a493ee832bdb20f294228
Monkshood,Monkshood,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current spiky column has no hooded flowers. Use deeply divided leaves and a tall raceme of helmet-shaped blue/purple blooms.,Monkshood.png,440,440,RGBA,3cca75c294aedaa86d1017758a2bd447ff92f617b8a2f81d3dbbe7ee4fca48c6,1c594414ae49459c45fef9a525354d6b3dd16e5579f0b6cc82c40aca7c36e54f
Mormon_Tea,Mormon Tea,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mormon Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mormon_Tea.png,440,440,RGBA,c295be384f35ed4bd4d40bb9d205e93888fbfcca99d8c3d3b927dcadbe349674,b206b44906a58b95be3919ca32b46c62a75fe9d92315212ce167b89a07b60cdf
Mountain_Blueberry,Mountain Blueberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Blueberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Blueberry.png,440,440,RGBA,59025cda65cb46812048388948cc53c9f709865632c620c61332323b89804fdf,95dc65d57142eafb3a645ea109c8ac5ab87449f36516402ed32c12a18826942f
Mountain_Cranberry,Mountain Cranberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Cranberry.png,440,440,RGBA,4278ee4e43116b9ad0bd2a35361c6ab746e41d11c62c99f4cccddc55e8fc743a,84b54d0f275b2708dd3437f00745229e166cd263276e2db890ec6285c1b3f088
Mountain_Mint,Mountain Mint,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Mint.png,440,440,RGBA,0fe71eae6229721fef262c649ad0521c12f75ed68de009e4b3860e65333611e0,89c2cba42d65afd7febbfabcf498210e706797509616299ff407485a4cb5848a
Mountain_Papaya,Mountain Papaya,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Papaya needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Papaya.png,440,440,RGBA,6c6ed58120a98596dec0e584ac11199bd8ddef38851a0f97e727c45fba8ca41b,13a4108efa762ea1fb7862e7f49c6cbb5775142df70632962803048562f75bbb
Mountain_Sorrel,Mountain Sorrel,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Sorrel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Sorrel.png,440,440,RGBA,f56209f9561065b9ecb708ea426910301cafcfb287618a513af18800a8ef3309,7f6ecb7c6c7e5f432ffb3fbe5eb7e42ce55170152e322b66016bd4f5f4c0e8d5
Mountain_Thyme,Mountain Thyme,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Thyme needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Mountain_Thyme.png,440,440,RGBA,6c7aea486b9c219efbea081409c4765c7b0c9c5721e5c2aff94b84c8e728699c,ce2beda6e6b268ee3431d431097448536392ee42b7a87df10cce21ebebf1a1df
Mugwort,Mugwort,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current uniform column is incorrect. Use a branching herb with deeply lobed gray-green leaves and small flower clusters.,Mugwort.png,440,440,RGBA,214f316e4770a20d9a3877092ee0ba0978db74a0669d166a9f70c63d6a2421e1,beef9a3e182e7e6d4e529b7e053e56db17f571cbc0010eb2ceb9d0f691e23c21
Mulberry,Mulberry,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Mulberry.png,440,440,RGBA,3b77a74207328179ff523bb6dfa11108d0e722f2681b1ad47b679d70cb9b203b,639240ab20cebe50737e62d4256954025175fe4c767d502b8dbc59727d199d2b
Mustard,Mustard,FAIL,FAIL,FAIL,True,9. Herbs and Spices,FAIL,PASS,FAIL,PASS,FAIL,FAIL,The current spiky column does not resemble mustard. Use a branching broadleaf herb with clusters of four-petaled yellow flowers and seed pods.,Mustard.png,440,440,RGBA,7956f8efb51db3fbe1491ee880a843442eec9352c581f58d5a347579d3e84da2,13a493a775cd3cdf29a901f97c7c79465e222a37c18da59251f3c9d850836e42
Neem,Neem,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Neem needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Neem.png,440,440,RGBA,b2091ef008b2dad6c87acee89c155b48e4bc6b31dd0a5034177535b6663f8fd3,601c0cd6fc6990eada1067da88d9cdfe0613a965b147b3e6c10ee312ca2108e5
Nettle,Nettle,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Nettle needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Nettle.png,440,440,RGBA,eed1a91e67a43bdfe924a0aaeee1afc0c686e5a9056c558bfe97010df3c89faf,73f50c0afd0e576113f11c7d2135adc541938760162e0ea4c6c2b86c83089759
Nipa_Palm_Fruit,Nipa Palm Fruit,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Nipa Palm Fruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Nipa_Palm_Fruit.png,440,440,RGBA,e5679163bd4ee092739072b531a840ae89b494dabec8102c2043f64ec06c2ba3,e2147654131ad8e1300e5e16fbe2c8e57b61ea504446b4d95959859fab452e88
Nutmeg,Nutmeg,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Nutmeg.png,440,440,RGBA,851315738f3b5d389a73fdc0fa5d69528e840e1006d8dc0f8875d029d627541e,b6acfba044396337e74c4ee102844ae659c34f8bef0a942b96f90c4bb4068236
Oak,Oak,HOLD,FAIL,HOLD,True,Temperate broadleaf trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Oak.png,440,440,RGBA,4ca288ff20de7f361a7113b28d3d6c34f42c3b244e4d47741449b4fa26fe88ce,79f2695f5abaac53924e91042bc53ac1c380e37c6df2b9f9ea221a20f196513d
Oats,Oats,HOLD,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add loose hanging panicles. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Oats.png,440,440,RGBA,7b593ecf42847958811528f1a38045c5f22318c272f6fd60199aeec49aab747b,2b59819e950b27cc6ad6059cda930f3e2fe813b1d7528bd32fe74d5f9fc9a9e3
Oleander,Oleander,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Oleander needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Oleander.png,440,440,RGBA,518af3453c83c7cf6ae9448987c625781ded3039d3bbbceb19b4882425c44c8d,5c0db3095d3fc1fe82224921bae2138d22b49dbefd5a6035b356c805c9947fe3
Olive,Olive,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Olive.png,440,440,RGBA,56727bc6d590516b83b82dc7f6583a16bba7fbbd2c067d0c3969c3569fea074b,f5e44e0f87817947539e1eaff28867362cc8c8bbb379e1e3922b871e37c87884
Onion,Onion,HOLD,FAIL,HOLD,True,Bulb and stem vegetables,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the source plant and the correct underground storage organ, leaf top and harvest relationship rather than an isolated generic bulb.",Onion.png,440,440,RGBA,980bc8aff19dc9c2c0138072bfef065267ddb2361570d87e955a33ed4fe06083,a51537ac05aaa66258fdf9272e6dd7bfd40b91bfdd643b9542bb676bb5171834
Orange,Orange,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Orange.png,440,440,RGBA,0231ec415bb2b89dfc9daa3bb6efc88f1061c155fdbb4d5959a47b0fa4afbda3,63bc9b8a5ef4a5c6b7500861e80668d30db650203d8459d46c013f6bd891bb98
Orchid_Pods,Orchid Pods,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current leaf ladder lacks an orchid and pods. Show an orchid stem with flower remnants and elongated seed capsules.,Orchid_Pods.png,440,440,RGBA,cb8579afc037b64e97da1a3e605ca11bbbc4fe7cd6af455492c1b069602999df,3f11434d826aed7f6274c09692c63c29e3627044fff3bebc70bf14acea96bc3e
Oregano,Oregano,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Oregano.png,440,440,RGBA,6a47be643bbb0deafb5bb159b38446bcaea0b1ee70c370a938a1d52c90b1cdfe,971379a2436a4c41ce78d955d68f77fb9274a03040aa0cd94cc980313291b0b4
Pampas_Herb,Pampas Herb,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pampas Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Pampas_Herb.png,440,440,RGBA,7f2090a94fb8e16823e88ac425cdb0eadbeedb50bf64b5dc6dd91c9140f2ea51,7c8632228d1363681a37ed6fc565a27a101676cab6252a0ea70c0ce32a0ad303
Pandanus_Fruit,Pandanus Fruit,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pandanus Fruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Pandanus_Fruit.png,440,440,RGBA,b1603dcb775a08447f8eb7ade67353eca1b7335ceae03a194c9db3976eb49ae4,07d6ce45875a3c26ff6809a3f13e6414e5a0fcf15016e3814d600f0bb06ca560
Papaya,Papaya,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Papaya.png,440,440,RGBA,da4a2efb6869dbef7c4af23ae64f88a4221603e37ca6527b78bf3e02cdbfd244,f663bbfd596009f4f07872bbd2d5fa79ab25135a01c21b703f602d6135554eb2
Papyrus,Papyrus,HOLD,FAIL,HOLD,True,14. Aquatic and Wetland Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",Papyrus.png,440,440,RGBA,eab8b2184c08ee79f15537a013d7a6fb67613bd8b443f7dca598ce33e5c427e7,d661a5f406875285b5d055e2a0c6811421cecdd484c589f9a3275748fd4ababd
Papyrus_Shoots,Papyrus Shoots,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Papyrus Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Papyrus_Shoots.png,440,440,RGBA,b5fe86c0940e825c0cff05901c172e60d7b48f20b0a111962ea2e75930c377cf,041785326652158b607e33ca8b25925d65644f17654f2fac902b60b05d2c4e6f
Passionflower,Passionflower,HOLD,FAIL,HOLD,True,11. Vines and Climbing Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the correct climbing/twining habit, support attachment, tendrils, leaf arrangement and attached flowers/fruit rather than floating clusters or an upright shrub.",Passionflower.png,440,440,RGBA,511f47ff0c8b39314960687258ed245b9e7601fc9a6c14f2b3c5576542d09b21,141ba5cf74fa1c0f7aa11744fa569cc785014c7ff980604bb7ae10e4051fbb6c
Passionfruit,Passionfruit,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Passionfruit needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Passionfruit.png,440,440,RGBA,b685cdd69437e13b9f533024ce45ded25d702d5d05c4c42a69e10d4a264b3ee5,d2912564af9f757108cc24f6090c66f070ad720010f15d3690e5bf3b05ba402e
Peach,Peach,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Peach.png,440,440,RGBA,64abb7c67ca673740dd4a948723b3bf47fa3db909a7d77c90cefafcc3263f616,2defcc5ae6a9a7a0d2cb03d54f4711fb67ee074f63a382103d366cec2cf1ce34
Peanut,Peanut,FAIL,FAIL,FAIL,True,Legumes,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The current vertical generic herb lacks the low branching habit, four leaflets, yellow flowers and underground pods.",Peanut.png,440,440,RGBA,9f33493eea1ea7e437a77e29ef1c5c6501f96a825f6ca1edac23875c5dd4b54a,1ecfc92a1896e902ddf099e6665381119212364f431618d507b27f2d526badff
